fid,Longitude,Latitude,ID_SEC_COR,NAME_SEC,DEPARTEMENT,COMMUNE,ARRONDISSEMENT,AIRE_KM2,PC_AGL2010,PLUV_MIN,PLUV_MAX,ALT_MIN,ALT_MAX,POPES2021,Log_Popes2021,DANSI2021,Log_dansi2021,DEPATMAN,KOMIN,SEKSYON,AWONDISMAN,PC0_12,PC12_30,PC30_60,PC_60plus,PC_POV,Elvaj_Venal,Log_Elvaj_Venal,Venal_tet,log_Venal_tet,Elvaj_Dominant,PC_3kmSant,PC_3kmLekol,Log_PC_3kmLekol,Pente_Moy,Rejyon_Kr,Lapli_mm,Log_Lapli,LANME,FWONTYE,Risk_Ewo,Dans_wout,log_Dans_wout,km.res$cluster,cluster
216,-73.38857366,18.35852224,1023-01,1ère l'Asile,Nippes,L'Asile,Anse à Veau,24.9155,80,4,5,130,960,11032,4.04,443,2.65,Nip,Lazil,1e Lazil,Ansavo,40.7,36.2,23.1,0,53,414782,5.62,37.6,1.58,Bovin,63,0,-1,20.91,Gran Sid,1701,3.230704314,0,0,48,0.839,-0.0762,4,4
217,-73.78025411,18.51746687,834-02,2e Espere,Grande Anse,Pestel,Corail,37.2804,27,3,4,0,480,5050,3.7,135,2.13,Grandans,Pestèl,2e Espè,Koray,20.9,78.4,0.7,0,60,992023,6,196.44,2.29,Bovin,15,0,-1,18.33,Gran Sid,1528,3.184123354,1,0,20,0.286,-0.5436,3,3
218,-71.91073277,18.98732771,613-02,2ème Tierra Muscady,Centre,Thomonde,Hinche,73.2398,0,3,4,180,400,18933,4.28,259,2.41,Sant,Tomond,2e Tyera Mouskadi,Ench,95.7,4.3,0,0,58,932743,5.97,49.27,1.69,Bovin,67,0,-1,5.26,Gran Nòdès,1479,3.169968174,0,1,34,0.249,-0.6038,1,1
219,-72.06587036,19.02525591,613-03,3ème Baille Tourrible,Centre,Thomonde,Hinche,63.4815,18,4,5,370,970,9534,3.98,150,2.18,Sant,Tomond,3e Baytourib,Ench,9.4,84.9,5.7,0,73,1093515,6.04,114.7,2.06,Bovin,92,33,1.52,21.2,Gran Nòdès,2157,3.333850145,0,0,91,0.127,-0.8962,3,3
220,-72.57632148,18.32642931,211-08,8ème Bas Coq Chante,Sud-Est,Jacmel,Jacmel,23.1723,36,3,4,90,840,8859,3.95,382,2.58,Sidès,Jakmèl,8e Ba Kok Chant,Jakmèl,0,89.2,10.8,0,47,344536,5.54,38.89,1.59,Bovin,98,0,-1,23.6,Gran Sid,1211,3.083144143,0,0,95,0.949,-0.0227,3,3
221,-72.60590832,18.30599208,211-09,9ème Haut Coq Chante,Sud-Est,Jacmel,Jacmel,31.8177,1,3,4,40,720,6471,3.81,203,2.31,Sidès,Jakmèl,9e Wo Kòkchant,Jakmèl,7.6,82.8,9.5,0,47,309398,5.49,47.81,1.68,Caprin,69,0,-1,22.34,Gran Sid,1366,3.135450699,0,0,67,0.873,-0.059,3,3
222,-72.53232966,18.29833904,211-06,6ème Montagne La Voute,Sud-Est,Jacmel,Jacmel,49.8794,74,3,4,0,690,39987,4.6,802,2.9,Sidès,Jakmèl,6e Montay Lavout,Jakmèl,33.6,57.9,8.5,0,46,481700,5.68,12.05,1.08,Bovin,4,0,-1,18.26,Gran Sid,1357,3.132579848,1,0,72,1.257,0.0993,4,4
223,-72.49934856,18.37542487,211-07,7ème Grande Rivière de Jacm,Sud-Est,Jacmel,Jacmel,44.8371,26,3,5,140,1250,11268,4.05,251,2.4,Sidès,Jakmèl,7e Gran Rivyè Jakm?,Jakmèl,0,40.7,58.3,1,72,410836,5.61,36.46,1.56,Bovin,98,0,-1,35.56,Gran Sid,2009,3.302979937,0,0,100,0.002,-2.699,3,3
224,-72.40198511,18.35660891,211-04,4ème La Gosseline,Sud-Est,Jacmel,Jacmel,39.0419,0,4,5,170,1940,6532,3.82,167,2.22,Sidès,Jakmèl,4e Lagoslin,Jakmèl,2.3,42.4,52.6,2.8,84,336874,5.53,51.57,1.71,Bovin,94,17,1.23,34.97,Gran Sid,2239,3.350054094,0,0,100,0.003,-2.5229,3,3
225,-72.45592947,18.35727546,211-05,5ème Marbial,Sud-Est,Jacmel,Jacmel,16.0384,0,4,5,150,1010,3423,3.53,213,2.33,Sidès,Jakmèl,5e Mabyal,Jakmèl,0,62,37.9,0,80,254260,5.41,74.28,1.87,Bovin,63,0,-1,30.1,Gran Sid,1768,3.247482261,0,0,100,0.005,-2.301,3,3
226,-72.42087736,18.32704355,211-02,2ème Fond Melon,Sud-Est,Jacmel,Jacmel,13.2174,0,4,5,190,1190,2960,3.47,224,2.35,Sidès,Jakmèl,2e Fon Melon,Jakmèl,0,59,41,0,80,158074,5.2,53.4,1.73,Bovin,91,10,1,30.85,Gran Sid,1992,3.299289334,0,0,93,0.038,-1.4202,3,3
227,-72.47620286,18.32629292,211-03,3ème Cochon Gras,Sud-Est,Jacmel,Jacmel,45.4912,11,3,4,100,890,12416,4.09,273,2.44,Sidès,Jakmèl,3e Kochon Gra,Jakmèl,0.5,58.1,41.4,0,63,536728,5.73,43.23,1.64,Bovin,40,0,-1,30.88,Gran Sid,1699,3.230193379,0,0,93,0.082,-1.0862,3,3
228,-72.48901389,18.25515778,211-01,1ère Bas Cap Rouge,Sud-Est,Jacmel,Jacmel,74.3465,86,3,4,0,720,78750,4.9,1059,3.02,Sidès,Jakmèl,1e Ba Kap Wouj,Jakmèl,50.7,44.2,5.1,0,52,1044691,6.02,13.27,1.12,Bovin,12,0,-1,14.71,Gran Sid,1452,3.161966616,1,0,44,1.983,0.2973,4,4
229,-72.02194636,19.35080046,345-01,1ère La Victoire,Nord,La Victoire,Saint Raphaël,30.3469,64,3,4,350,790,8329,3.92,274,2.44,Nò,Laviktwa,1e Laviktwa,Sen Rafayèl,75.6,24,0.4,0,56,512517,5.71,61.53,1.79,Bovin,25,0,-1,10.16,Gran Nòdès,1562,3.19368103,0,0,49,1.497,0.1752,4,4
230,-73.90424585,18.42203014,834-05,5e Duchity,Grande Anse,Pestel,Corail,66.1266,60,4,7,360,1240,13914,4.14,210,2.32,Grandans,Pestèl,5e Dichiti,Koray,4.9,76.8,15.6,2.7,64,855008,5.93,61.45,1.79,Bovin,16,3,0.48,25.59,Gran Sid,2780,3.444044796,0,0,84,0.254,-0.5952,3,3
231,-73.75049961,18.61320686,834-06,6ème Les Cayemites,Grande Anse,Pestel,Corail,52.0732,48,3,3,0,230,6229,3.79,120,2.08,Grandans,Pestèl,6e Kayimit,Koray,83.4,16.6,0,0,58,515101,5.71,82.69,1.92,Bovin,100,0,-1,8.46,Gran Sid,1200,3.079181246,1,0,5,0.002,-2.699,4,4
232,-73.77445781,18.47448212,834-03,3e Jn Bellune,Grande Anse,Pestel,Corail,19.6313,2,4,5,230,1070,4360,3.64,222,2.35,Grandans,Pestèl,3e Jan Belin,Koray,13.6,70.9,15.5,0,56,1027289,6.01,235.62,2.37,Bovin,12,0,-1,23.02,Gran Sid,1909,3.280805928,0,0,47,0.433,-0.3635,3,3
233,-73.83474588,18.45589152,834-04,4e Tozia,Grande Anse,Pestel,Corail,83.0378,39,4,6,140,1180,12391,4.09,149,2.17,Grandans,Pestèl,4e Tozya,Koray,15.8,62.5,21.7,0,76,664634,5.82,53.64,1.73,Bovin,33,0,-1,24.02,Gran Sid,2230,3.348304863,0,0,76,0.146,-0.8356,3,3
234,-73.2583476,19.66661299,932-01,1ère Citerne Rémy,Nord Ouest,Baie de Henne,Môle Saint Nicolas,55.7079,0,1,3,0,490,1462,3.16,26,1.41,Nòdwès,Bedeyèn,1e Sitèn Remi,Mòl Sen Nikol,52,43.4,4.6,0,63,260878,5.42,178.44,2.25,Caprin,68,8,0.9,14.58,Gran Nòdwès,616,2.789580712,1,0,47,0.18,-0.7447,3,3
235,-72.00294989,18.26440565,231-06,6ème Pichon,Sud-Est,Belle Anse,Belle Anse,53.9357,31,2,5,0,1860,7660,3.88,142,2.15,Sidès,Bèl Ans,6e Pichon,Bèl Ans,33.5,40.1,26.4,0,62,866154,5.94,113.07,2.05,Bovin,26,0,-1,22.68,Gran Sid,1360,3.133538908,1,0,77,0.49,-0.3098,3,3
236,-71.95768077,18.25532047,231-07,7ème Mapou,Sud-Est,Belle Anse,Belle Anse,66.2147,3,2,5,0,1910,8586,3.93,130,2.11,Sidès,Bèl Ans,7e Mapou,Bèl Ans,23,55.1,19.6,2.3,59,616478,5.79,71.8,1.86,Bovin,32,2,0.3,23.92,Gran Sid,1597,3.203304916,1,0,83,0.682,-0.1662,3,3
237,-72.09901778,18.28769944,231-04,4ème Corail Lamothe,Sud-Est,Belle Anse,Belle Anse,51.6435,43,2,5,0,1960,6476,3.81,125,2.1,Sidès,Bèl Ans,4e Koray Lamòt,Bèl Ans,6.8,80.2,12.9,0.1,63,1382235,6.14,213.44,2.33,Bovin,36,0,-1,23.26,Gran Sid,1552,3.190891717,1,0,98,0.48,-0.3188,3,3
238,-72.04920301,18.28080012,231-05,5ème Bel Air,Sud-Est,Belle Anse,Belle Anse,55.6734,59,2,5,0,1930,10203,4.01,183,2.26,Sidès,Bèl Ans,5e Bèlè,Bèl Ans,7,59.9,30.8,2.2,61,780562,5.89,76.5,1.88,Bovin,13,1,0,28.79,Gran Sid,1423,3.1532049,1,0,98,0.639,-0.1945,3,3
239,-72.1669003,18.29503205,231-02,2ème Mabriole,Sud-Est,Belle Anse,Belle Anse,60.0253,0,2,5,30,2150,10141,4.01,169,2.23,Sidès,Bèl Ans,2e Mabriyòl,Bèl Ans,3.5,85.4,9.7,1.4,61,729092,5.86,71.9,1.86,Bovin,36,0,-1,23.73,Gran Sid,1787,3.252124553,0,0,93,0.426,-0.3706,3,3
240,-72.13145045,18.28473357,231-03,3èmme Calumette,Sud-Est,Belle Anse,Belle Anse,28.3193,0,2,5,0,1960,4180,3.62,148,2.17,Sidès,Bèl Ans,3e Kalimèt,Bèl Ans,5.6,83.4,11,0,71,532035,5.73,127.28,2.1,Bovin,56,0,-1,22.85,Gran Sid,1555,3.191730393,1,0,100,0.333,-0.4776,3,3
241,-72.20752476,18.28442245,231-01,1ère Bais d'Orange,Sud-Est,Belle Anse,Belle Anse,67.9621,14,2,5,0,2250,10074,4,148,2.17,Sidès,Bèl Ans,1e Bèdoranj,Bèl Ans,17.9,75,5.5,1.6,63,564742,5.75,56.06,1.75,Bovin,57,0,-1,20.89,Gran Sid,1718,3.235023159,1,0,72,0.63,-0.2007,3,3
242,-71.79446311,19.06050127,642-02,2ème Lociane,Centre,Thomassique,Cerca La Source,121.1609,40,3,3,190,380,34289,4.54,283,2.45,Sant,Tomasik,2e Losyàn,Sèkalasous,100,0,0,0,56,2979114,6.47,86.88,1.94,Bovin,85,0,-1,3.79,Gran Nòdès,1200,3.079181246,0,1,25,0.452,-0.3449,1,1
243,-71.85862596,19.0923035,642-01,1ère Matelgate,Centre,Thomassique,Cerca La Source,116.4843,23,3,3,190,880,22248,4.35,191,2.28,Sant,Tomasik,1e Matèlgat,Sèkalasous,91.7,5.9,2.4,0,58,1862804,6.27,83.73,1.92,Bovin,100,0,-1,4.89,Gran Nòdès,1200,3.079181246,0,1,16,0.448,-0.3487,1,1
244,-73.15735106,19.67352151,932-04,4ème Estère Dérée,Nord Ouest,Baie de Henne,Môle Saint Nicolas,67.3315,3,1,2,0,430,3037,3.48,45,1.65,Nòdwès,Bedeyèn,4e Lestè Dere,Mòl Sen Nikol,63.1,36.8,0.1,0,79,164533,5.22,54.18,1.73,Caprin,33,0,-1,12.5,Gran Nòdwès,536,2.72916479,1,0,31,0.426,-0.3706,3,3
245,-72.84034028,20.05667689,912-02,2ème Mare Rouge,Nord Ouest,La Tortue,Port-de-Paix,115.1029,77,4,4,0,0,40435,4.61,351,2.55,Nòdwès,Latòti,2e Ma Wouj,Pòdpè,.,.,.,.,57,1425400,6.15,35.25,1.55,Bovin,13,8,0.9,16.56,Gran Nòdwès,1700,3.230448921,1,0,50,1.518,0.1813,4,4
246,-73.21353807,19.7100455,932-02,2ème Dos d'Ane,Nord Ouest,Baie de Henne,Môle Saint Nicolas,45.0577,81,1,3,0,760,7886,3.9,175,2.24,Nòdwès,Bedeyèn,2e Dodàn,Mòl Sen Nikol,41.3,56.7,1.9,0,64,119275,5.08,15.12,1.18,Caprin,8,1,0,16.05,Gran Nòdwès,690,2.838849091,1,0,60,0.652,-0.1858,4,4
247,-72.69667962,20.02353379,912-01,1ère Pointe des Oiseaux,Nord Ouest,La Tortue,Port-de-Paix,64.0148,90,4,4,0,80,23808,4.38,372,2.57,Nòdwès,Latòti,1e Pwent Zwazo,Pòdpè,63.6,36.4,0,0,62,2576894,6.41,108.24,2.03,Bovin,4,0,-1,11.6,Gran Nòdwès,1700,3.230448921,1,0,59,16.559,1.219,2,2
248,-73.17514715,19.74760309,932-03,3ème Réserve,Nord Ouest,Baie de Henne,Môle Saint Nicolas,36.1915,63,2,3,210,890,13374,4.13,370,2.57,Nòdwès,Bedeyèn,3e Rezèv,Mòl Sen Nikol,34.6,55.6,9.8,0,58,495432,5.69,37.04,1.57,Bovin,45,1,0,18.68,Gran Nòdwès,953,2.979092901,0,0,74,0.771,-0.1129,4,4
249,-72.25412284,18.48481731,114-04,4ème Bellevue la Montagne,Ouest,Pétion-Ville,Port-au-Prince,33.6993,98,3,4,250,1330,49820,4.7,1478,3.17,Lwès,Petyonvil,4e Bèlvi Lamontay,Pòtoprens,1.5,89.3,9.2,0,36,1508036,6.18,30.27,1.48,Bovin,2,0,-1,23.02,Pòtòprens,1600,3.204119983,0,0,73,2.306,0.3629,4,4
250,-72.8750339,18.74517063,151-05,5ème Pickmy,Ouest,Anse-à-Galet,La Gonave,25.3759,2,2,3,0,520,4092,3.61,161,2.21,Lwès,Ansagalè,5e Pikmi,Lagonav,31.1,61.4,7.4,0,76,375537,5.57,91.77,1.96,Bovin,95,0,-1,18.44,Gran Nòdwès,921,2.96425963,1,0,75,0.882,-0.0545,3,3
251,-72.24943639,18.52184636,114-05,5ème Bellevue Chardonnière,Ouest,Pétion-Ville,Port-au-Prince,32.2569,100,3,4,100,560,194285,5.29,6023,3.78,Lwès,Petyonvil,5e Bèlvi Chadonyè,Pòtoprens,73.4,24.9,1.6,0,22,1786657,6.25,9.2,0.96,Bovin,0,0,-1,11.24,Pòtòprens,1228,3.089198367,0,0,60,7.52,0.8762,2,2
252,-72.19755812,18.4577663,114-02,2ème Aux Cadets,Ouest,Pétion-Ville,Port-au-Prince,45.9974,4,3,4,170,1280,10676,4.03,232,2.37,Lwès,Petyonvil,2e Okadè,Pòtoprens,0,50.6,47.9,1.5,67,224373,5.35,21.02,1.32,Bovin,91,0,-1,33.37,Pòtòprens,1565,3.194514342,0,0,96,0.855,-0.068,3,3
253,-72.97101341,18.80502666,151-03,3ème Grande Source,Ouest,Anse-à-Galet,La Gonave,44.9393,67,2,3,0,770,14758,4.17,328,2.52,Lwès,Ansagalè,3e Gran Sous,Lagonav,33.9,53.5,12.6,0,59,436471,5.64,29.58,1.47,Bovin,16,0,-1,19.46,Gran Nòdwès,1056,3.023663918,1,0,73,0.529,-0.2765,4,4
254,-72.32742598,18.48731487,114-03,3ème Etang du Jong,Ouest,Pétion-Ville,Port-au-Prince,32.8823,97,3,5,220,1620,102373,5.01,3113,3.49,Lwès,Petyonvil,3e Letan Jon,Pòtoprens,0.9,60.8,38.3,0,34,709871,5.85,6.93,0.84,Bovin,4,0,-1,30.07,Pòtòprens,1692,3.228400359,0,0,90,2.423,0.3844,2,2
255,-73.04673932,18.87050878,151-04,4ème Grand Lagon,Ouest,Anse-à-Galet,La Gonave,134.1368,45,2,3,0,510,28251,4.45,211,2.32,Lwès,Ansagalè,4e Gran Lagon,Lagonav,89.9,10.1,0,0,65,4535358,6.66,160.54,2.21,Bovin,61,1,0,7.04,Gran Nòdwès,977,2.989894564,1,0,24,0.521,-0.2832,4,4
256,-72.88322679,18.78326643,151-01,1ère Palma,Ouest,Anse-à-Galet,La Gonave,60.9682,56,2,3,0,750,25291,4.4,415,2.62,Lwès,Ansagalè,1e Palma,Lagonav,49.1,37.9,13,0,62,1277083,6.11,50.5,1.7,Bovin,29,0,-1,17.68,Gran Nòdwès,1034,3.014520539,1,0,50,1.216,0.0849,4,4
257,-72.31472607,18.46673878,114-01,1ère Montagne Noire,Ouest,Pétion-Ville,Port-au-Prince,12.3147,81,4,5,770,1780,22336,4.35,1814,3.26,Lwès,Petyonvil,1e Montay Nwa,Pòtoprens,0,43.9,56.1,0,40,377997,5.58,16.92,1.23,Bovin,4,0,-1,34.47,Pòtòprens,1842,3.265289626,0,0,92,1.817,0.2594,4,4
258,-72.92044954,18.81157471,151-02,2ème Petite Source,Ouest,Anse-à-Galet,La Gonave,69.1252,64,2,3,0,760,29522,4.47,427,2.63,Lwès,Ansagalè,2e Ti Sous,Lagonav,39.6,54.1,6.3,0,58,1023659,6.01,34.67,1.54,Bovin,19,0,-1,17.12,Gran Nòdwès,1004,3.001733713,1,0,65,1.342,0.1278,4,4
259,-74.23752947,18.63076246,813-01,1ère de Désormeau,Grande Anse,Bonbon,Jérémie,34.5425,43,3,5,0,720,8602,3.93,249,2.4,Grandans,Bonbon,1e Dezòmo,Jeremi,11.8,76.6,11.6,0,59,396672,5.6,46.11,1.66,Bovin,28,0,-1,22.26,Gran Sid,1604,3.205204364,1,0,96,0.189,-0.7235,3,3
260,-72.35865871,18.51809168,111-03,3ème Martissant,Ouest,Port-au-Prince,Port-au-Prince,8.9629,99,3,4,0,920,160264,5.2,17881,4.25,Lwès,Pòtoprens,3e Matisan,Pòtoprens,32.1,50.5,17.5,0,35,511787,5.71,3.19,0.5,Bovin,0,0,-1,20.91,Pòtòprens,1525,3.183269844,1,0,52,5.88,0.7694,2,2
261,-72.32706195,18.53582538,111-01,1ère Turgeau,Ouest,Port-au-Prince,Port-au-Prince,18.3719,100,3,4,0,930,263810,5.42,14359,4.16,Lwès,Pòtoprens,1e Tijo,Pòtoprens,69.4,19.5,11.1,0,29,443190,5.65,1.68,0.23,Caprin,0,0,-1,12.65,Pòtòprens,1279,3.106870544,1,0,62,10.066,1.0029,2,2
262,-72.33689661,18.51254587,111-02,2ème Morne l'Hopital,Ouest,Port-au-Prince,Port-au-Prince,6.9143,99,3,4,80,990,50746,4.71,7339,3.87,Lwès,Pòtoprens,2e Mòn Lopital,Pòtoprens,1,26.4,72.5,0,42,231682,5.36,4.57,0.66,Caprin,0,0,-1,38.28,Pòtòprens,1685,3.226599905,0,0,92,1.575,0.1973,2,2
263,-73.89272359,18.1415405,723-03,3ème Arniquet,Sud,Arniquet,Port-Salut,8.9355,80,5,5,30,300,5580,3.75,624,2.8,Sid,Anikè,3e Anikè,Pò Sali,22.7,77.3,0,0,69,328821,5.52,58.93,1.77,Bovin,1,0,-1,17.72,Gran Sid,2400,3.380211242,0,0,20,1.165,0.0663,4,4
264,-73.95949176,18.43632393,833-01,1ère Beaumont,Grande Anse,Beaumont,Corail,94.5008,47,4,7,350,1910,20493,4.31,217,2.34,Grandans,Bomon,1e Bomon,Koray,7.8,58.2,25,8.9,61,1419327,6.15,69.26,1.84,Bovin,27,0,-1,31.31,Gran Sid,2663,3.425371166,0,0,90,0.218,-0.6615,3,3
265,-74.42478458,18.52160296,822-01,1ere Bariadelle,Grande Anse,Dame-Marie,Anse D'Ainault,23.7441,44,3,5,0,300,5076,3.71,214,2.33,Grandans,Dam Mari,1e Baryadèl,Ansdeno,36.9,58.5,4.5,0,64,319161,5.5,62.88,1.8,Bovin,9,0,-1,16.56,Gran Sid,1405,3.147676324,1,0,45,0.533,-0.2733,4,4
266,-71.80579281,18.74298176,633-02,2ème La Haye,Centre,Savanette,Lascahobas,114.2282,41,4,5,400,1950,35607,4.55,312,2.49,Sant,Savanèt,2e Layay,Laskawobas,5,57,36.8,1.3,61,659117,5.82,18.51,1.27,Bovin,59,1,0,29.87,Gran Nòdès,2400,3.380211242,0,1,72,0.106,-0.9747,1,1
267,-71.91926065,18.75314246,633-01,1ère Colombier,Centre,Savanette,Lascahobas,52.3552,0,5,5,220,1390,10409,4.02,199,2.3,Sant,Savanèt,1e Kolonbye,Laskawobas,1.8,40.2,57.3,0.7,62,681954,5.83,65.52,1.82,Bovin,98,0,-1,34.93,Gran Nòdès,2400,3.380211242,0,0,94,0.214,-0.6696,3,3
268,-74.39841381,18.60906693,822-04,4e Petite Rivière,Grande Anse,Dame-Marie,Anse D'Ainault,21.3903,6,3,4,0,150,4576,3.66,214,2.33,Grandans,Dam Mari,4e Ti Rivyè,Ansdeno,83.4,16.6,0,0,75,264520,5.42,57.81,1.76,Bovin,100,0,-1,9.04,Gran Sid,1200,3.079181246,1,0,50,0.544,-0.2644,3,3
269,-74.37545664,18.56865049,822-05,5e Baliverne,Grande Anse,Dame-Marie,Anse D'Ainault,31.1058,47,3,5,0,660,6805,3.83,219,2.34,Grandans,Dam Mari,5e Balivèn,Ansdeno,26,69.5,4.5,0,67,292782,5.47,43.02,1.63,Bovin,38,0,-1,18.71,Gran Sid,1595,3.202760687,1,0,70,0.567,-0.2464,3,3
270,-74.00727013,18.508077,833-02,2ème Chardonette,Grande Anse,Beaumont,Corail,13.4844,0,4,5,170,670,2342,3.37,174,2.24,Grandans,Bomon,2e Chadonèt,Koray,9.6,73.7,16.7,0,72,108675,5.04,46.4,1.67,Bovin,53,0,-1,23.8,Gran Sid,2110,3.324282455,0,0,45,0.037,-1.4318,3,3
271,-74.38506415,18.51542923,822-02,2eme  Dallier,Grande Anse,Dame-Marie,Anse D'Ainault,7.6863,1,4,5,50,500,1750,3.24,228,2.36,Grandans,Dam Mari,2e Dalye,Ansdeno,0,82.4,17.6,0,73,100161,5,57.23,1.76,Bovin,31,0,-1,25.22,Gran Sid,2195,3.341434525,0,0,79,0.182,-0.7399,3,3
272,-74.01176167,18.44693713,833-03,3ème Mouline,Grande Anse,Beaumont,Corail,59.6565,0,4,7,230,2330,8066,3.91,135,2.13,Grandans,Bomon,3e Moulin,Koray,2.9,36.5,48,12.6,62,1572727,6.2,194.98,2.29,Bovin,94,0,-1,39.5,Gran Sid,2853,3.455301772,0,0,88,0.126,-0.8996,3,3
273,-74.39467006,18.5433724,822-03,3e Désormeau,Grande Anse,Dame-Marie,Anse D'Ainault,16.991,85,3,4,0,490,10779,4.03,634,2.8,Grandans,Dam Mari,3e Dezòmo,Ansdeno,17.1,57.9,25,0,64,300539,5.48,27.88,1.45,Bovin,3,0,-1,24.45,Gran Sid,1600,3.204119983,1,0,59,1.272,0.1045,4,4
274,-71.93961728,19.26037128,614-01,Rang,Centre,Cerca Carvajal,Hinche,156.0806,30,3,4,390,1030,19932,4.3,128,2.11,Sant,Sèkakavajal,Rang,Ench,51.3,29.3,19.4,0,64,1182874,6.07,59.35,1.77,Bovin,47,1,0,17.2,Gran Nòdès,1432,3.155943018,0,0,55,0.366,-0.4365,4,4
275,-72.98860062,18.25485027,222-06,6ème Jamais Vu,Sud-Est,Cote-de-Fer,Bainet,52.2723,16,3,5,0,750,10548,4.02,202,2.31,Sidès,Kotdefè,6e Jamèvi,Benè,13.1,76.1,10.9,0,58,586324,5.77,55.59,1.74,Bovin,13,0,-1,21.52,Gran Sid,1624,3.210586025,1,0,45,0.465,-0.3325,4,4
276,-72.91683406,18.2703443,222-04,4ème Amazone,Sud-Est,Cote-de-Fer,Bainet,12.082,0,4,5,190,780,2914,3.46,241,2.38,Sidès,Kotdefè,4e Amazòn,Benè,1.9,83.7,14.4,0,66,234571,5.37,80.5,1.91,Bovin,6,0,-1,24.22,Gran Sid,1735,3.239299479,0,0,83,0.794,-0.1002,3,3
277,-72.94300009,18.27325532,222-05,5ème Boucan Bélier,Sud-Est,Cote-de-Fer,Bainet,11.4453,11,4,4,230,760,2723,3.44,238,2.38,Sidès,Kotdefè,5e Boukan Belye,Benè,10,67.5,22.5,0,66,203471,5.31,74.72,1.87,Bovin,0,0,-1,25.16,Gran Sid,1700,3.230448921,0,0,62,0.201,-0.6968,3,3
278,-72.90096858,18.19722268,222-02,2ème La Biche,Sud-Est,Cote-de-Fer,Bainet,25.4377,27,3,4,0,510,6491,3.81,255,2.41,Sidès,Kotdefè,2e Labich,Benè,16.2,83.8,0,0,71,196972,5.29,30.35,1.48,Bovin,7,0,-1,18.73,Gran Sid,1510,3.178976947,1,0,67,0.854,-0.0685,3,3
279,-72.9006794,18.26673095,222-03,3ème Bras Gauche,Sud-Est,Cote-de-Fer,Bainet,7.1422,0,4,5,180,730,1879,3.27,263,2.42,Sidès,Kotdefè,3e Bra Gòch,Benè,7.6,69.1,23.4,0,65,114576,5.06,60.98,1.79,Bovin,37,0,-1,25.66,Gran Sid,1702,3.230959556,0,0,85,0.056,-1.2518,3,3
280,-72.7025957,19.25863669,543-01,1ère Poteneau,Artibonite,Grande Saline,Dessalines,51.9965,94,1,2,0,10,29404,4.47,565,2.75,Latibonit,Gran Salin,1e Potno,Desalin,100,0,0,0,56,295152,5.47,10.04,1,Bovin,50,0,-1,1,Gran Nòdwès,669,2.825426118,1,0,0,1.563,0.194,4,4
281,-72.94778647,18.20871531,222-01,1ère Gris-gris,Sud-Est,Cote-de-Fer,Bainet,67.2524,19,3,4,0,630,15134,4.18,225,2.35,Sidès,Kotdefè,1e Grigri,Benè,24.3,75.7,0,0,60,645400,5.81,42.65,1.63,Bovin,30,0,-1,17.93,Gran Sid,1471,3.167612673,1,0,46,0.712,-0.1475,4,4
282,-73.91332121,18.23091377,713-01,1ère Fond Palmiste,Sud,Chantal,Cayes,24.7942,57,5,5,60,470,10898,4.04,440,2.64,Sid,Chantal,1e Fon Palmis,Okay,29.1,64.7,6.2,0,56,653405,5.82,59.96,1.78,Bovin,22,0,-1,17.77,Gran Sid,2400,3.380211242,0,0,47,1.146,0.0592,4,4
283,-72.03006796,18.36029961,131-07,7ème Belle Fontaine,Ouest,Croix-des-Bouquets,Croix des Bouquets,113.8384,13,4,5,680,2660,17996,4.26,158,2.2,Lwès,Kwadèboukè,7e Bèl Fonten,Kwadèboukè,7.7,45.3,40.5,6.5,70,1041660,6.02,57.88,1.76,Bovin,100,8,0.9,33.6,Pòtòprens,2377,3.376029182,0,0,92,0.117,-0.9318,3,3
284,-73.92653835,18.20837636,713-02,2ème Melonière,Sud,Chantal,Cayes,32.2115,43,5,5,40,740,13575,4.13,421,2.62,Sid,Chantal,2e Melonyè,Okay,27.6,52.4,20,0,59,1045127,6.02,76.99,1.89,Bovin,42,0,-1,21.44,Gran Sid,2400,3.380211242,0,0,58,0.783,-0.1062,3,3
285,-72.1327719,18.4490147,131-08,8ème Belle Fontaine,Ouest,Croix-des-Bouquets,Croix des Bouquets,111.6881,19,2,5,110,1690,26861,4.43,241,2.38,Lwès,Kwadèboukè,8e Bèl Fontèn,Kwadèboukè,5.2,37.7,50,7.1,72,279671,5.45,10.41,1.02,Bovin,89,34,1.53,36.43,Pòtòprens,1624,3.210586025,0,0,93,0.593,-0.2269,3,3
286,-72.18917718,18.59327574,131-05,5ème Petit Bois,Ouest,Croix-des-Bouquets,Croix des Bouquets,42.8501,98,2,2,30,80,72300,4.86,1687,3.23,Lwès,Kwadèboukè,5e Ti Bwa,Kwadèboukè,100,0,0,0,44,2055466,6.31,28.43,1.45,Bovin,0,0,-1,1.04,Pòtòprens,800,2.903089987,0,0,0,3.573,0.553,2,2
287,-72.15599623,18.37644864,131-06,6ème Belle Fontaine,Ouest,Croix-des-Bouquets,Croix des Bouquets,75.2488,38,4,5,420,2140,19613,4.29,261,2.42,Lwès,Kwadèboukè,6e Bèl Fontèn,Kwadèboukè,2.1,28.6,57.3,11.9,73,650072,5.81,33.14,1.52,Bovin,100,22,1.34,41.54,Pòtòprens,2109,3.32407658,0,0,97,0.114,-0.9431,3,3
